"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.264499587E1,-1.490825564E-1,4.049154371E-2,7.404889911E-2,1.713137857E-1
2.265498087E1,-1.684893668E-1,8.404125273E-2,1.573696285E-1,2.453911141E-1
2.266496687E1,-1.627318859E-1,9.840315580E-2,2.258482873E-1,2.952495498E-1
2.267495188E1,-1.216671541E-1,4.512821138E-2,2.885697186E-1,3.164047003E-1
2.268493788E1,-5.843358487E-2,-6.149410456E-2,3.449696004E-1,3.552464412E-1
2.269492387E1,2.614484401E-3,-1.490938962E-1,3.927035630E-1,4.200617976E-1
2.270490887E1,6.085675210E-2,-1.690170020E-1,4.459372163E-1,4.807601191E-1
2.271489487E1,1.133420989E-1,-1.288874894E-1,5.170808434E-1,5.448220030E-1
2.272487987E1,1.622180343E-1,-6.517828256E-2,6.050149798E-1,6.297666433E-1
2.273486587E1,1.908416897E-1,-1.505180448E-2,6.883839965E-1,7.145065668E-1
2.274485087E1,2.101512104E-1,1.431513764E-2,7.496401668E-1,7.786711976E-1
2.275483688E1,2.142136246E-1,-1.230323687E-2,7.949460745E-1,8.233942603E-1
2.276482187E1,1.972460896E-1,-1.001121849E-1,8.197332025E-1,8.490529975E-1
2.277480821E1,1.671604067E-1,-2.496351600E-1,8.155810237E-1,8.691563271E-1
2.278479321E1,1.273149848E-1,-3.937214911E-1,7.889877558E-1,8.909137987E-1
2.279477921E1,1.134124398E-1,-4.255728424E-1,7.170624733E-1,8.415183992E-1
2.280476421E1,7.674257457E-2,-3.436478972E-1,6.635020375E-1,7.511446291E-1
2.281475021E1,1.593784243E-2,-1.643451303E-1,6.438230872E-1,6.646589383E-1
2.282473521E1,-8.280897141E-2,1.825637557E-2,6.482841372E-1,6.538065032E-1
2.283472121E1,-1.897040457E-1,1.187511757E-1,6.689872742E-1,7.054313855E-1
2.284470621E1,-3.012382686E-1,1.617737412E-1,7.472916842E-1,8.218029563E-1
2.285469221E1,-3.983232379E-1,1.556459218E-1,8.520676494E-1,9.533657923E-1
2.286467721E1,-4.601940811E-1,9.166640788E-2,9.521859884E-1,1.061526956E0
2.287466321E1,-4.858931303E-1,1.982252672E-2,1.023811698E0,1.133435247E0
2.288464821E1,-4.792080522E-1,-3.890177608E-2,1.070502520E0,1.173511547E0
2.289463421E1,-4.522727132E-1,-1.065882295E-1,1.093388200E0,1.188027531E0
2.290462021E1,-3.919174969E-1,-2.079265714E-1,1.105738878E0,1.191424043E0
2.291460521E1,-3.184323013E-1,-2.596226037E-1,1.138871789E0,1.210715482E0
2.292459121E1,-2.022836208E-1,-2.590619922E-1,1.174021602E0,1.219163033E0
2.293457621E1,-5.581018329E-2,-2.329796255E-1,1.213407159E0,1.236831118E0
2.294456221E1,9.913066030E-2,-1.550097317E-1,1.274824500E0,1.288034320E0
2.295454721E1,2.424679846E-1,-1.057766676E-1,1.345810652E0,1.371563246E0
2.296453321E1,3.621097207E-1,-5.222928524E-2,1.406489372E0,1.453294087E0
2.297451821E1,4.815104902E-1,5.951870978E-2,1.455527544E0,1.534260493E0
2.298450421E1,5.672704577E-1,1.989522278E-1,1.490572929E0,1.607229112E0
2.299448921E1,5.983961225E-1,3.283927143E-1,1.531501055E0,1.676727520E0
2.300447521E1,6.147426367E-1,4.456751347E-1,1.598426819E0,1.769605360E0
2.301446021E1,6.191118360E-1,5.404815078E-1,1.679775476E0,1.870044218E0
2.302444621E1,6.078197956E-1,6.156614423E-1,1.752579331E0,1.954486692E0
2.303443121E1,5.657866001E-1,6.730127931E-1,1.823464394E0,2.024372271E0
2.304441721E1,5.143942237E-1,7.185381651E-1,1.903349638E0,2.098484776E0
2.305440221E1,4.289718270E-1,7.352272272E-1,1.984670639E0,2.159512318E0
2.306438821E1,3.155307472E-1,7.357050180E-1,2.050873041E0,2.201568022E0
2.307437321E1,2.028364092E-1,7.482678294E-1,2.078464985E0,2.218347143E0
2.308435921E1,1.041377857E-1,7.551521063E-1,2.098489761E0,2.232657309E0
2.309434521E1,1.456913073E-3,7.548398376E-1,2.122288704E0,2.252530720E0
2.310433021E1,-8.693553507E-2,7.745696306E-1,2.153545141E0,2.290256006E0
2.311431621E1,-1.663811058E-1,7.882761359E-1,2.161186218E0,2.306466520E0
2.312430121E1,-2.349348664E-1,8.086407781E-1,2.122839689E0,2.283756258E0
2.313428721E1,-2.792405486E-1,8.133646846E-1,2.051180601E0,2.224158100E0
2.314427221E1,-3.056668341E-1,7.938130498E-1,1.987032890E0,2.161451151E0
2.315425821E1,-3.125691414E-1,7.604125142E-1,1.966892958E0,2.131805471E0
2.316424321E1,-2.776790559E-1,7.385964394E-1,1.989769459E0,2.140516960E0
2.317422921E1,-2.223169059E-1,7.253268361E-1,2.032634974E0,2.169591842E0
2.318421421E1,-1.823567003E-1,6.981537938E-1,2.096054316E0,2.216780634E0
2.319420021E1,-1.611215770E-1,6.826172471E-1,2.176169872E0,2.286403679E0
2.320418521E1,-1.645109802E-1,7.047476172E-1,2.246365547E0,2.360061702E0
2.321417121E1,-2.280804664E-1,7.223027349E-1,2.249570131E0,2.373669673E0
2.322415621E1,-3.358852267E-1,6.429897547E-1,2.183224916E0,2.300592477E0
2.323414221E1,-4.537460506E-1,4.242876470E-1,2.083045483E0,2.173702824E0
2.324412721E1,-5.513799787E-1,1.825426817E-1,1.962004781E0,2.046168241E0
2.325411321E1,-6.301717162E-1,-1.254046522E-2,1.840973854E0,1.945882418E0
2.326409821E1,-6.939567924E-1,-1.461632401E-1,1.753322363E0,1.891316745E0
2.327408421E1,-7.279760838E-1,-1.917224675E-1,1.694833517E0,1.854499214E0
2.328406921E1,-7.292051315E-1,-1.365186125E-1,1.639010668E0,1.799092389E0
2.329405521E1,-7.194541693E-1,-4.230469093E-2,1.573376179E0,1.730582731E0
2.330404121E1,-6.782739758E-1,6.621459872E-2,1.477507710E0,1.627104482E0
2.331402621E1,-5.888686180E-1,1.725602448E-1,1.339847684E0,1.473680801E0
2.332401221E1,-4.858144224E-1,2.117436081E-1,1.187724948E0,1.300592773E0
2.333399721E1,-3.612326980E-1,1.866950393E-1,1.032020211E0,1.109238395E0
2.334398321E1,-2.155386060E-1,1.160536334E-1,8.972461224E-1,9.300408274E-1
2.335396821E1,-8.213998377E-2,-1.753278263E-2,7.521541119E-1,7.568290318E-1
2.336395421E1,1.482277643E-2,-1.562105119E-1,5.546007752E-1,5.763709384E-1
2.337393921E1,8.685955405E-2,-2.503583133E-1,3.427833617E-1,4.332716241E-1
2.338392521E1,1.629220843E-1,-2.879866660E-1,1.396917701E-1,3.591569517E-1
2.339391021E1,2.445908487E-1,-2.958784103E-1,-3.828702122E-2,3.857908928E-1
2.340389621E1,2.995174825E-1,-2.567941248E-1,-1.772915125E-1,4.325346521E-1
2.341388121E1,3.257285058E-1,-2.018226236E-1,-2.521633506E-1,4.587131852E-1
2.342386721E1,3.349579573E-1,-7.107926160E-2,-2.488141656E-1,4.232701071E-1
2.343385221E1,3.462696373E-1,-4.425301030E-2,-1.816800684E-1,3.935335283E-1
2.344383821E1,3.651149571E-1,-9.589756280E-2,-1.102753878E-1,3.932759026E-1
2.345382321E1,3.878159821E-1,-1.854483187E-1,-4.965624958E-2,4.327332412E-1
2.346380921E1,4.291695654E-1,-2.119526267E-1,-2.063391544E-2,4.790993533E-1
2.347379421E1,4.757146835E-1,-1.912175417E-1,-6.920893490E-2,5.173572122E-1
2.348378021E1,5.044981837E-1,-2.209008634E-1,-1.752581447E-1,5.779541730E-1
2.349376521E1,4.721845090E-1,-2.238223553E-1,-2.769752443E-1,5.914135129E-1
2.350375121E1,3.337672353E-1,-1.582843661E-1,-3.249142766E-1,4.919591396E-1
2.351373621E1,1.294676214E-1,-1.380771846E-1,-3.569352627E-1,4.040172715E-1
2.352372221E1,-1.182399020E-1,-6.900545210E-2,-3.977940083E-1,4.206928807E-1
2.353370821E1,-3.383104801E-1,-1.925094053E-2,-4.170276225E-1,5.373421792E-1
2.354369321E1,-5.036781430E-1,-1.926905103E-2,-3.885253966E-1,6.364078503E-1
2.355367921E1,-6.152613163E-1,-1.112580523E-1,-3.275894523E-1,7.058609571E-1
2.356366421E1,-6.640126109E-1,-2.176678628E-1,-3.049475253E-1,7.624205133E-1
2.357365021E1,-6.630858779E-1,-3.321382701E-1,-3.172331154E-1,8.066198370E-1
2.358363521E1,-6.335994005E-1,-3.861165643E-1,-3.308916688E-1,8.124183024E-1
2.359362121E1,-5.740882158E-1,-3.870478570E-1,-3.374305964E-1,7.702225202E-1
2.360360621E1,-5.012294650E-1,-4.141119719E-1,-3.667426705E-1,7.464716259E-1
2.361359221E1,-4.393700361E-1,-4.177633822E-1,-3.922565281E-1,7.221062637E-1
2.362357721E1,-3.516457677E-1,-4.319069088E-1,-4.082235098E-1,6.905394686E-1
2.363356321E1,-2.678326368E-1,-4.393248856E-1,-4.087321758E-1,6.571169363E-1
2.364354821E1,-2.075637132E-1,-4.365557134E-1,-4.126912355E-1,6.355923551E-1
2.365353421E1,-1.647768617E-1,-3.949279487E-1,-4.029557407E-1,5.877863794E-1
2.366351921E1,-1.454508305E-1,-3.232894540E-1,-3.730441928E-1,5.146202337E-1
2.367350521E1,-1.652147472E-1,-2.485951930E-1,-3.360633254E-1,4.494819700E-1
2.368349021E1,-2.104493380E-1,-1.928741485E-1,-3.244993389E-1,4.321911405E-1
2.369347621E1,-2.531953156E-1,-1.407559663E-1,-3.444277942E-1,4.500562357E-1
2.370346121E1,-2.771749496E-1,-8.578859270E-2,-3.587859571E-1,4.614249650E-1
2.371344721E1,-2.735524774E-1,-2.354188450E-2,-3.559078574E-1,4.495059301E-1
2.372343221E1,-2.408669740E-1,5.689809471E-2,-3.332541883E-1,4.151055846E-1
2.373341821E1,-1.754199117E-1,1.869248152E-1,-2.938873172E-1,3.899779316E-1
2.374340321E1,-9.401427209E-2,2.966614366E-1,-1.878455877E-1,3.635005586E-1
2.375338921E1,-8.576475084E-3,3.250097334E-1,-2.388382703E-2,3.259989570E-1
2.376337421E1,7.365102321E-2,2.936813533E-1,1.728867590E-1,3.486589192E-1
2.377336133E1,1.337103695E-1,2.622115910E-1,3.735474348E-1,4.755744604E-1
2.378334733E1,1.400183290E-1,2.188244164E-1,5.552583933E-1,6.130262156E-1
2.379333233E1,1.565615088E-1,1.902549416E-1,7.458770871E-1,7.855196229E-1
2.380331833E1,1.749098897E-1,5.940423906E-2,9.490509629E-1,9.668609328E-1
2.381330333E1,1.645016819E-1,-7.551755756E-2,1.089629412E0,1.104561433E0
2.382328933E1,1.362516731E-1,-1.634071916E-1,1.087513328E0,1.108129806E0
2.383327433E1,1.521617174E-1,-2.368113399E-1,1.031239510E0,1.068965727E0
2.384326033E1,2.068286836E-1,-2.767262757E-1,1.001280308E0,1.059206208E0
2.385324533E1,2.924137115E-1,-3.399118483E-1,9.767035842E-1,1.074707279E0
2.386323133E1,4.212260246E-1,-4.770390689E-1,9.337260127E-1,1.129974293E0
2.387321633E1,4.796155691E-1,-3.425422311E-1,8.539835811E-1,1.037619502E0
2.388320233E1,4.825634062E-1,-1.356332749E-1,8.027235866E-1,9.463767657E-1
2.389318733E1,4.094454646E-1,1.447567940E-1,7.999359965E-1,9.102184993E-1
2.390317333E1,3.285966814E-1,1.799579114E-1,8.471708894E-1,9.263148194E-1
2.391315833E1,2.055277228E-1,3.635377809E-2,9.358222485E-1,9.588151661E-1
2.392314433E1,7.122823596E-2,-1.510464698E-1,1.032852054E0,1.046265675E0
2.393312933E1,-5.471952260E-2,-2.646652460E-1,1.112734079E0,1.145084735E0
2.394311533E1,-1.443476826E-1,-2.630175352E-1,1.154058099E0,1.192419629E0
2.395310033E1,-1.820292175E-1,-1.420317739E-1,1.172637343E0,1.195151036E0
2.396308633E1,-2.010764182E-1,-2.400873601E-2,1.217391491E0,1.234119195E0
2.397307133E1,-2.143083215E-1,-2.750852378E-3,1.292193890E0,1.309847576E0
2.398305733E1,-2.286060452E-1,-7.226042449E-2,1.394134402E0,1.414599952E0
2.399304233E1,-2.527473271E-1,-2.174481452E-1,1.490103722E0,1.526949249E0
2.400302833E1,-2.372381389E-1,-2.966556251E-1,1.578276992E0,1.623343697E0
2.401301333E1,-1.325744539E-1,-3.184638023E-1,1.678008914E0,1.713099266E0
2.402299933E1,2.934600972E-2,-3.338813782E-1,1.765400529E0,1.796935444E0
2.403298433E1,1.998460442E-1,-3.288744092E-1,1.790503025E0,1.831392339E0
2.404297033E1,3.690933585E-1,-3.115761280E-1,1.789161325E0,1.853215540E0
2.405295533E1,5.507146716E-1,-3.148075938E-1,1.812929988E0,1.920704457E0
2.406294133E1,7.464926839E-1,-3.366745412E-1,1.892513037E0,2.062087939E0
2.407292733E1,9.470552206E-1,-3.585068285E-1,2.024642944E0,2.263762308E0
2.408291233E1,1.117287993E0,-3.362814188E-1,2.184458494E0,2.476545288E0
2.409289833E1,1.162704349E0,-2.060314864E-1,2.290637255E0,2.577081568E0
2.410288333E1,1.121250629E0,-1.932072826E-2,2.372123480E0,2.623841853E0
2.411286933E1,1.056639910E0,3.837990761E-2,2.435549974E0,2.655158111E0
2.412285433E1,1.016541958E0,-1.078140587E-1,2.462039471E0,2.665824409E0
2.413284033E1,9.780843258E-1,-3.095824122E-1,2.382839203E0,2.594303931E0
2.414282533E1,7.488037348E-1,-2.136098146E-1,2.120350122E0,2.258809604E0
2.415281133E1,3.678332269E-1,2.053937167E-1,1.812442660E0,1.860762279E0
2.416279633E1,1.870173514E-1,2.645784616E-1,1.747753739E0,1.777532105E0
2.417278233E1,1.859613210E-1,-8.921117336E-2,1.836710215E0,1.848254490E0
2.418276733E1,2.314254791E-1,-5.067453384E-1,1.902745366E0,1.982621628E0
2.419275333E1,2.597768903E-1,-7.794525027E-1,1.896721601E0,2.067022755E0
2.420273833E1,2.564039826E-1,-8.835557103E-1,1.876030445E0,2.089474558E0
2.421272433E1,2.353614271E-1,-8.490450978E-1,1.874657869E0,2.071379904E0
2.422270933E1,1.872090846E-1,-7.563154101E-1,1.901077986E0,2.054545631E0
2.423269533E1,1.269150376E-1,-6.320334673E-1,1.931360245E0,2.036105627E0
2.424268033E1,6.740802526E-2,-4.991182685E-1,1.968194485E0,2.031613255E0
2.425266633E1,4.762856290E-3,-3.807891607E-1,2.002938747E0,2.038819927E0
2.426265133E1,-6.299435347E-2,-2.839300036E-1,2.005970716E0,2.026944264E0
2.427263733E1,-1.435924470E-1,-2.052337080E-1,1.955452323E0,1.971429292E0
2.428262233E1,-2.348768264E-1,-1.165925339E-1,1.857636452E0,1.876052806E0
2.429260833E1,-3.196539283E-1,-1.390720438E-2,1.718566179E0,1.748096610E0
2.430259333E1,-3.785009980E-1,9.967262298E-2,1.572238803E0,1.620226062E0
2.431257933E1,-4.440715015E-1,1.371434033E-1,1.430308104E0,1.503924560E0
2.432256433E1,-4.857848585E-1,1.075495556E-1,1.341111660E0,1.430431515E0
2.433255033E1,-4.954756200E-1,6.338737160E-2,1.299064040E0,1.391790728E0
2.434253533E1,-5.007087588E-1,2.740593068E-2,1.283341289E0,1.377833520E0
2.435252133E1,-5.043091178E-1,1.135794260E-2,1.270789266E0,1.367246154E0
2.436250733E1,-5.097845793E-1,6.562969834E-2,1.260347486E0,1.361125769E0
2.437249233E1,-4.948149323E-1,1.439449489E-1,1.256811619E0,1.358358351E0
2.438247833E1,-4.597056806E-1,1.662188321E-1,1.264348984E0,1.355557585E0
2.439246333E1,-4.251140654E-1,1.295187622E-1,1.276242852E0,1.351404046E0
2.440244933E1,-3.797844052E-1,6.742077321E-2,1.283718348E0,1.340415813E0
2.441243433E1,-3.003109992E-1,1.921143569E-2,1.277149439E0,1.312122885E0
2.442242033E1,-1.815585047E-1,2.305384353E-2,1.255174637E0,1.268447216E0
2.443240533E1,-1.253155768E-1,8.184057474E-2,1.167681217E0,1.177234598E0
2.444239133E1,-9.227427840E-2,1.763119549E-1,1.084486246E0,1.102592792E0
2.445237633E1,-1.031701490E-1,2.829852402E-1,1.032294512E0,1.075340265E0
2.446236233E1,-1.294891089E-1,4.278854430E-1,1.022729754E0,1.116167341E0
2.447234733E1,-1.517715901E-1,5.936475396E-1,1.058338523E0,1.222919640E0
2.448233333E1,-1.765251458E-1,7.137289643E-1,1.131257415E0,1.349189942E0
2.449231833E1,-1.976268142E-1,7.079403400E-1,1.251217008E0,1.451130553E0
2.450230433E1,-2.089455128E-1,5.876834393E-1,1.379601598E0,1.514044458E0
2.451228933E1,-2.217484266E-1,4.145781100E-1,1.463781953E0,1.537434545E0
2.452227533E1,-2.316002548E-1,2.404204309E-1,1.489140391E0,1.526099527E0
2.453226033E1,-2.198136747E-1,8.481153846E-2,1.457855344E0,1.476771225E0
2.454224633E1,-1.839672625E-1,-4.633130506E-2,1.406988621E0,1.419720931E0
2.455223133E1,-1.361496150E-1,-1.214676574E-1,1.339524150E0,1.351893508E0
2.456221733E1,-9.674895555E-2,-1.532295793E-1,1.265321016E0,1.278231958E0
2.457220233E1,-6.019387394E-2,-1.479610354E-1,1.195761561E0,1.206383638E0
2.458218833E1,-5.205498636E-2,-9.215371311E-2,1.152135611E0,1.156986817E0
2.459217333E1,-5.609315261E-2,-1.603666879E-2,1.150290489E0,1.151768999E0
2.460215933E1,-5.280707777E-2,5.332962051E-2,1.169710875E0,1.172116106E0
2.461214433E1,-4.904109240E-2,1.041809171E-1,1.172453880E0,1.178094561E0
2.462213033E1,-5.127335340E-2,1.643811315E-1,1.104761124E0,1.118099841E0
2.463211533E1,-5.821732804E-2,1.923369318E-1,1.071162462E0,1.089849427E0
2.464210133E1,-7.032912225E-2,1.760759354E-1,1.053249717E0,1.070179371E0
2.465208633E1,-8.799023926E-2,1.157562360E-1,1.049747944E0,1.059770038E0
2.466207233E1,-9.964156896E-2,3.691468760E-2,1.030175567E0,1.035641267E0
2.467205733E1,-9.668792784E-2,-4.533406347E-2,9.570852518E-1,9.630243569E-1
2.468204333E1,-2.449549548E-2,1.443685591E-2,8.383490443E-1,8.388310749E-1
2.469202833E1,2.813098766E-2,1.823118925E-1,7.001411915E-1,7.240349899E-1
2.470201433E1,6.888880581E-2,3.290781379E-1,5.724232197E-1,6.638572368E-1
2.471200033E1,1.004708484E-1,3.826805055E-1,4.529117048E-1,6.013882049E-1
2.472198533E1,1.018724740E-1,3.830458820E-1,3.114981055E-1,5.041162747E-1
2.473197133E1,1.423655450E-1,3.080474436E-1,2.678454816E-1,4.323220767E-1
2.474195633E1,1.892667413E-1,2.586767077E-1,2.506736815E-1,4.069064181E-1
2.475194233E1,2.260112613E-1,2.798089385E-1,2.766714394E-1,4.537854313E-1
2.476192733E1,2.623324990E-1,4.220582247E-1,3.588645756E-1,6.129724861E-1
2.477191333E1,2.785664797E-1,5.960308313E-1,4.543191791E-1,7.995360855E-1
2.478189721E1,2.513234019E-1,7.376963496E-1,5.219877362E-1,9.379928323E-1
2.479188321E1,1.950042099E-1,7.986223102E-1,5.400250554E-1,9.835910210E-1
2.480186821E1,1.486497521E-1,7.642938495E-1,5.075179935E-1,9.294172103E-1
2.481185421E1,1.035812274E-1,6.690133810E-1,4.807082415E-1,8.302941575E-1
2.482183921E1,6.037702411E-2,5.402306318E-1,5.095718503E-1,7.450892505E-1
2.483182521E1,-1.139448769E-2,4.072061479E-1,6.125457883E-1,7.356351161E-1
2.484181021E1,-1.409149319E-1,2.831268013E-1,7.534824014E-1,8.171618767E-1
2.485179621E1,-3.122577667E-1,1.570383906E-1,8.673381805E-1,9.351157621E-1
2.486178121E1,-4.850729704E-1,2.548701502E-2,9.332655668E-1,1.052107406E0
2.487176721E1,-6.239196658E-1,-1.216808707E-1,9.719160199E-1,1.161336615E0
2.488175221E1,-7.142868042E-1,-2.437311411E-1,1.011059999E0,1.261686502E0
2.489173821E1,-7.515269518E-1,-2.598158121E-1,1.050610781E0,1.317603896E0
2.490172321E1,-7.347325087E-1,-1.662648022E-1,1.084783435E0,1.320693357E0
2.491170921E1,-6.319770217E-1,-2.604467236E-2,1.103822112E0,1.272201453E0
2.492169421E1,-4.629959464E-1,1.163492203E-1,1.112134099E0,1.210266352E0
2.493168021E1,-2.686823905E-1,2.415355742E-1,1.126371384E0,1.182895665E0
2.494166521E1,-5.992276967E-2,3.057579696E-1,1.176436663E0,1.216997081E0
2.495165121E1,1.912977397E-1,3.002271056E-1,1.255096793E0,1.304606876E0
2.496163621E1,4.779736996E-1,2.420101464E-1,1.350116014E0,1.452529181E0
2.497162221E1,7.389433980E-1,2.061332166E-1,1.447961688E0,1.638633973E0
2.498160721E1,9.697606564E-1,2.260507345E-1,1.530818701E0,1.826181962E0
2.499159321E1,1.149840951E0,3.344053030E-1,1.562834382E0,1.968860692E0
2.500157821E1,1.246501684E0,5.128238201E-1,1.525869250E0,2.035935089E0
2.501156421E1,1.279452443E0,7.174236178E-1,1.430022240E0,2.048574824E0
2.502154921E1,1.230878830E0,8.587285876E-1,1.286474943E0,1.976738541E0
2.503153521E1,1.093125343E0,8.219039440E-1,1.095138311E0,1.752077918E0
2.504152021E1,9.124205709E-1,6.138990521E-1,9.247338176E-1,1.436842364E0
2.505150621E1,7.212588787E-1,3.310531378E-1,8.713137507E-1,1.178557679E0
2.506149121E1,5.306346416E-1,8.206304908E-2,9.331872463E-1,1.076636384E0
2.507147721E1,3.625053465E-1,-8.599103987E-2,1.008478761E0,1.075097203E0
2.508146221E1,2.109174281E-1,-1.603861749E-1,1.036335468E0,1.069673356E0
2.509144821E1,9.390243143E-2,-2.396464348E-1,1.027609944E0,1.059353708E0
2.510143321E1,4.891864490E-3,-3.043056130E-1,9.854861498E-1,1.031411066E0
2.511141921E1,-6.645688415E-2,-3.482759893E-1,9.254531860E-1,9.910480724E-1
2.512140421E1,-9.312098473E-2,-4.651831686E-1,9.187398553E-1,1.033997012E0
2.513139021E1,-1.112339273E-1,-5.203320384E-1,8.897462487E-1,1.036709604E0
2.514137521E1,-1.130637825E-1,-5.204758644E-1,8.888274431E-1,1.036191473E0
2.515136121E1,-8.414752036E-2,-4.717515409E-1,9.103292823E-1,1.028751536E0
2.516134721E1,-2.339069732E-2,-3.779914677E-1,9.495547414E-1,1.022290996E0
2.517133221E1,3.869431838E-2,-2.315170467E-1,1.009078383E0,1.036019583E0
2.518131821E1,1.044174060E-1,-8.853404969E-2,1.076836228E0,1.085503356E0
2.519130321E1,1.692248732E-1,1.308434550E-2,1.142984033E0,1.155517528E0
2.520128921E1,2.023447454E-1,1.264806688E-1,1.225144744E0,1.248166815E0
2.521127421E1,2.201898247E-1,2.419727743E-1,1.309853554E0,1.350092854E0
2.522126021E1,2.607694566E-1,3.102658093E-1,1.385858297E0,1.443907477E0
2.523124521E1,3.281782568E-1,3.465582430E-1,1.445642591E0,1.522394851E0
2.524123121E1,3.881284297E-1,4.127806723E-1,1.511610627E0,1.614310456E0
2.525121621E1,4.282799065E-1,5.042876005E-1,1.593468547E0,1.725361316E0
2.526120221E1,4.373996556E-1,6.263645291E-1,1.688077331E0,1.852904762E0
2.527118721E1,4.237711430E-1,7.574326992E-1,1.773756266E0,1.974714553E0
2.528117321E1,4.057519138E-1,8.213962317E-1,1.858596563E0,2.072126340E0
2.529115821E1,3.959629238E-1,8.197449446E-1,1.938727617E0,2.141829401E0
2.530114421E1,3.901244700E-1,8.163111210E-1,1.967524886E0,2.165575010E0
2.531112921E1,3.690896034E-1,8.254004717E-1,1.975600481E0,2.172673545E0
2.532111521E1,3.359993100E-1,8.400252461E-1,1.975652099E0,2.172956319E0
2.533110021E1,2.904244959E-1,8.424286842E-1,1.953096986E0,2.146769739E0
2.534108621E1,2.360911965E-1,8.492674232E-1,1.830786824E0,2.031938632E0
2.535107121E1,1.855125129E-1,7.477551699E-1,1.732438684E0,1.896021223E0
2.536105721E1,1.213367209E-1,5.515550375E-1,1.707982302E0,1.798927209E0
2.537104221E1,2.007957362E-2,3.461149335E-1,1.723661900E0,1.758183460E0
2.538102821E1,-1.198929772E-1,1.586827189E-1,1.753706336E0,1.764947717E0
2.539101321E1,-2.607118487E-1,-3.385030106E-2,1.809175611E0,1.828177481E0
2.540099921E1,-3.435784876E-1,-2.678457499E-1,1.879583478E0,1.929409644E0
2.541098421E1,-3.905676305E-1,-4.915864766E-1,1.987697005E0,2.084499874E0
2.542097021E1,-4.254704714E-1,-6.362257004E-1,2.073807478E0,2.210539690E0
2.543095521E1,-4.690228999E-1,-6.991982460E-1,2.146739244E0,2.305937998E0
2.544094121E1,-5.020098686E-1,-7.366226315E-1,2.187045336E0,2.361735402E0
2.545092621E1,-5.224643350E-1,-7.550297976E-1,2.212352753E0,2.395317031E0
2.546091221E1,-5.269398093E-1,-8.122414351E-1,2.254299879E0,2.453419992E0
2.547089721E1,-5.057097077E-1,-9.691101313E-1,2.311294079E0,2.556755185E0
2.548088321E1,-4.557243288E-1,-1.148539782E0,2.355024576E0,2.659505414E0
2.549086821E1,-4.021821916E-1,-1.272995353E0,2.414273024E0,2.758800811E0
2.550085421E1,-3.699355721E-1,-1.260287523E0,2.456885815E0,2.785940573E0
2.551083921E1,-3.395167887E-1,-1.160571337E0,2.480607748E0,2.759639882E0
2.552082521E1,-3.097681999E-1,-1.031577945E0,2.479133129E0,2.703000271E0
2.553081021E1,-2.624294162E-1,-9.128235579E-1,2.452258587E0,2.629769614E0
2.554079621E1,-1.987689584E-1,-8.288618326E-1,2.425569773E0,2.570974476E0
2.555078121E1,-1.371349245E-1,-7.591516376E-1,2.399784088E0,2.520730225E0
2.556076721E1,-8.071187139E-2,-6.773539782E-1,2.364119291E0,2.460565553E0
2.557075221E1,-2.407257818E-2,-5.728106499E-1,2.319428444E0,2.389234153E0
2.558073821E1,2.516687289E-2,-4.056240618E-1,2.311438084E0,2.346893748E0
2.559072321E1,4.384619743E-2,-3.486063778E-1,2.338176012E0,2.364427195E0
2.560070921E1,7.094545662E-2,-5.007671714E-1,2.386291504E0,2.439300752E0
2.561069421E1,9.818174690E-2,-6.981726289E-1,2.418741465E0,2.519403689E0
2.562068021E1,1.326854080E-1,-7.925071120E-1,2.430368662E0,2.559758733E0
2.563066521E1,1.881543994E-1,-8.523261547E-1,2.428760767E0,2.580841106E0
2.564065121E1,2.605795860E-1,-8.735691309E-1,2.405193567E0,2.572154903E0
2.565063621E1,3.339560032E-1,-8.598321676E-1,2.342426777E0,2.517498992E0
2.566062221E1,3.965101838E-1,-7.920722961E-1,2.226869583E0,2.396569838E0
2.567060721E1,4.669146240E-1,-6.030627489E-1,2.021084547E0,2.160202928E0
2.568059321E1,5.220806599E-1,-3.378755450E-1,1.712472439E0,1.821891861E0
2.569057821E1,5.741601586E-1,-1.765144020E-1,1.367127180E0,1.493269550E0
2.570056421E1,5.949003100E-1,-1.176931635E-1,1.159940124E0,1.308899977E0
2.571054921E1,5.588849783E-1,-5.975694582E-2,1.102062702E0,1.237119845E0
2.572053521E1,5.012310147E-1,-9.215882421E-2,1.083459496E0,1.197334648E0
2.573052121E1,4.042925835E-1,-1.212539598E-1,1.028883696E0,1.112095623E0
2.574050621E1,2.779919207E-1,-1.564790756E-1,9.542009234E-1,1.006113618E0
2.575049121E1,1.340422481E-1,-2.072660178E-1,9.040741920E-1,9.371641645E-1
2.576047721E1,-5.110442638E-2,-2.149814665E-1,8.964951038E-1,9.233266835E-1
2.577046321E1,-2.605168521E-1,-2.265418768E-1,9.308194518E-1,9.927814986E-1
2.578044825E1,-4.601223767E-1,-2.592361569E-1,9.721865654E-1,1.106373673E0
2.579043425E1,-6.274260283E-1,-3.002083898E-1,1.016309142E0,1.231532692E0
2.580041925E1,-7.274959087E-1,-2.852147818E-1,1.011742353E0,1.278366285E0
2.581040525E1,-7.207024693E-1,-2.650578618E-1,9.506906271E-1,1.222080352E0
